pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,corner|north,road|east,road|east,road|east,corner|south,,,,pond|north,pond|north,,,,,road|north,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,,road|north,,,,,,,corner|east,road|east,road|east,corner|west,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,,road|north,,,,,,,road|north,,,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,road|north,,,,,,,road|north,,,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,road|north,,,,,,,road|north,,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,corner|north,road|east,road|east,road|east,road|east,road|east,road|east,corner|west,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,,,,,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,pond|north,pond|north,,,,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,,,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north,pond|north
